1_id	1_span	1_anno_ptb::pos	2_id	2_span	2_anno_ptb::cat	3_id	3_span	3_anno_ptb::cat	4_id	4_span	4_anno_ptb::pos	4_anno_ptb::pos	meta_Period	meta_Genre	meta_Dialect	meta_File_name	meta_Text_name	meta_Date	meta_Author	meta_Verse_or_prose	meta_Foreign_original	meta_Relationship_to_spoken_language	meta_Prototypicaltext_category
salt:/ppcme2/cmayenbi.m2#sTok10045	no	Q	salt:/ppcme2/cmayenbi.m2#structure5296	no man / ne may his knawe / al-huet þanne / þet hi byþ uol wexe / and heȝe ycliue / ine dyngnetes	IP	salt:/ppcme2/cmayenbi.m2#structure5297	no man	NP	salt:/ppcme2/cmayenbi.m2#sTok10046	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok13108	non	Q	salt:/ppcme2/cmayenbi.m2#structure6903	non guod man / ne ssel his onderuonge / in to his seruice / huanne 0 he is sleuuol . {TEXT:ontrewe._written_over_sleuuol} onssriuel . uoryetinde . slak . and fallinde	IP	salt:/ppcme2/cmayenbi.m2#structure6904	non guod man	NP	salt:/ppcme2/cmayenbi.m2#sTok13110	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok13416	non	Q	salt:/ppcme2/cmayenbi.m2#structure7062	Þer ne ys non zuo guod *ICH*-2 man / þet yef 0 he yzeȝe wel / his oȝene lackes / þet *ICH*-4 he ne ssolde uynde / ynoȝ 0 *T*-3 uor to zigge eche daye / ine his ssrifþe .	IP-MAT	salt:/ppcme2/cmayenbi.m2#structure7064	non zuo guod *ICH*-2 man / þet yef 0 he yzeȝe wel / his oȝene lackes / þet *ICH*-4 he ne ssolde uynde / ynoȝ 0 *T*-3 uor to zigge eche daye / ine his ssrifþe	NP	salt:/ppcme2/cmayenbi.m2#sTok13420	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok18689	ech	Q	salt:/ppcme2/cmayenbi.m2#structure9971	and betere *ICH*-1 may ech man rede þe ilke zenne / and þe oþre / ine þe boc of his inwyt : þanne ine ane ssepes scinne .	IP-MAT	salt:/ppcme2/cmayenbi.m2#structure9973	ech man	NP	salt:/ppcme2/cmayenbi.m2#sTok18690	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok20470	ech	Q	salt:/ppcme2/cmayenbi.m2#structure10909	ech man habbe his oȝene : uor fornicacion . ' þet ys to zigge : his oȝene wyf	IP	salt:/ppcme2/cmayenbi.m2#structure10910	ech man	NP	salt:/ppcme2/cmayenbi.m2#sTok20471	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok39375	alle	Q	salt:/ppcme2/cmayenbi.m2#structure21508	vridom habbeþ alle men .	IP-MAT	salt:/ppcme2/cmayenbi.m2#structure21510	alle men	NP	salt:/ppcme2/cmayenbi.m2#sTok39376	men	NS	NS	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok40881	eny	Q	salt:/ppcme2/cmayenbi.m2#structure22361	*T*-3 eure dede eny oþer man	IP	salt:/ppcme2/cmayenbi.m2#structure22363	eny oþer man	NP	salt:/ppcme2/cmayenbi.m2#sTok40883	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok57020	Alle	Q	salt:/ppcme2/cmayenbi.m2#structure31695	Alle þe guode men ine þise wordle byeþ oncouþe and pilgrims .	IP-MAT	salt:/ppcme2/cmayenbi.m2#structure31696	Alle þe guode men ine þise wordle	NP	salt:/ppcme2/cmayenbi.m2#sTok57023	men	NS	NS	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok58296	nenne	Q	salt:/ppcme2/cmayenbi.m2#structure32441	uor nenne man	PP	salt:/ppcme2/cmayenbi.m2#structure32442	nenne man	NP	salt:/ppcme2/cmayenbi.m2#sTok58297	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok59738	alle	Q	salt:/ppcme2/cmayenbi.m2#structure33291	to-uore alle men	PP	salt:/ppcme2/cmayenbi.m2#structure33292	alle men	NP	salt:/ppcme2/cmayenbi.m2#sTok59739	men	NS	NS	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok62598	alle	Q	salt:/ppcme2/cmayenbi.m2#structure34922	be-uore alle men	PP	salt:/ppcme2/cmayenbi.m2#structure34923	alle men	NP	salt:/ppcme2/cmayenbi.m2#sTok62599	men	NS	NS	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok63014	no	Q	salt:/ppcme2/cmayenbi.m2#structure35164	*T*-2 no man ne may dyngneliche zigge	IP	salt:/ppcme2/cmayenbi.m2#structure35165	no man	NP	salt:/ppcme2/cmayenbi.m2#sTok63015	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok63391	no	Q	salt:/ppcme2/cmayenbi.m2#structure35361	Ac naȝt þe ilke degrez / and dingnetes / heryinges alsuo / huyche 0 *T*-1 hyre makyere hy bereþ no man uollyche þenche /	IP-MAT-SPE	salt:/ppcme2/cmayenbi.m2#structure35372	no man	NP	salt:/ppcme2/cmayenbi.m2#sTok63392	man	N	N	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok63733	none	Q	salt:/ppcme2/cmayenbi.m2#structure35570	none mannes speche	NP	salt:/ppcme2/cmayenbi.m2#structure35571	none mannes	NP	salt:/ppcme2/cmayenbi.m2#sTok63734	mannes	N$	N$	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmayenbi.m2#sTok65202	alle	Q	salt:/ppcme2/cmayenbi.m2#structure36402	Vor alle men of ulesse ymad : huet *ICH*-2 *T*-1 byeþ hy <P_271> bote wermes ?	CP-QUE	salt:/ppcme2/cmayenbi.m2#structure36403	alle men of ulesse ymad	NP	salt:/ppcme2/cmayenbi.m2#sTok65203	men	NS	NS	M2		KL	CMAYENBI			DAN MICHEL	PROSE	FRENCH	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok849	na	Q	salt:/ppcme2/cmbenrul.m3#structure486	ne *con* reproues na man of þaire mis-dede .	IP-MAT	salt:/ppcme2/cmbenrul.m3#structure487	na man	NP	salt:/ppcme2/cmbenrul.m3#sTok850	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok3634	alle	Q	salt:/ppcme2/cmbenrul.m3#structure2063	onur alle men	IP	salt:/ppcme2/cmbenrul.m3#structure2064	alle men	NP	salt:/ppcme2/cmbenrul.m3#sTok3635	men	NS	NS	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok3640	na	Q	salt:/ppcme2/cmbenrul.m3#structure2067	til na man	PP	salt:/ppcme2/cmbenrul.m3#structure2068	na man	NP	salt:/ppcme2/cmbenrul.m3#sTok3641	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok3795	na	Q	salt:/ppcme2/cmbenrul.m3#structure2160	to na man	PP	salt:/ppcme2/cmbenrul.m3#structure2161	na man	NP	salt:/ppcme2/cmbenrul.m3#sTok3796	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok7058	na	Q	salt:/ppcme2/cmbenrul.m3#structure4052	and na man	CONJP	salt:/ppcme2/cmbenrul.m3#structure4053	na man	NP	salt:/ppcme2/cmbenrul.m3#sTok7059	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok7535	alle	Q	salt:/ppcme2/cmbenrul.m3#structure4321	til alle men , baþe to *ICH*-1 mare & les	PP	salt:/ppcme2/cmbenrul.m3#structure4322	alle men	NP	salt:/ppcme2/cmbenrul.m3#sTok7536	men	NS	NS	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok9499	alle	Q	salt:/ppcme2/cmbenrul.m3#structure5447	When 0 ye here þis vers at matins , ye sal for-giue alle men þaire trespas for þe loue o gode .	IP-MAT	salt:/ppcme2/cmbenrul.m3#structure5456	alle men	NP	salt:/ppcme2/cmbenrul.m3#sTok9500	men	NS	NS	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok11993	ani	Q	salt:/ppcme2/cmbenrul.m3#structure6934	ani man askis hir ohte 0 þat *T*-1 es a-gain resun	IP	salt:/ppcme2/cmbenrul.m3#structure6935	ani man	NP	salt:/ppcme2/cmbenrul.m3#sTok11994	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok14446	ilke	Q	salt:/ppcme2/cmbenrul.m3#structure8382	ilke man hauis propir gifte o god in al maner	IP	salt:/ppcme2/cmbenrul.m3#structure8383	ilke man	NP	salt:/ppcme2/cmbenrul.m3#sTok14447	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok15282	na	Q	salt:/ppcme2/cmbenrul.m3#structure8898	na man may telle foly to þam	IP	salt:/ppcme2/cmbenrul.m3#structure8899	na man	NP	salt:/ppcme2/cmbenrul.m3#sTok15283	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok18445	nane	Q	salt:/ppcme2/cmbenrul.m3#structure10839	fra nane oþir man	PP	salt:/ppcme2/cmbenrul.m3#structure10840	nane oþir man	NP	salt:/ppcme2/cmbenrul.m3#sTok18447	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok20007	any	Q	salt:/ppcme2/cmbenrul.m3#structure11768	any riche man of þe sekil , sais sain Benet , Offirs his doȝtir til god and til haly kirke	IP	salt:/ppcme2/cmbenrul.m3#structure11769	any riche man of þe sekil	NP	salt:/ppcme2/cmbenrul.m3#sTok20009	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok20082	na	Q	salt:/ppcme2/cmbenrul.m3#structure11812	ne na man þurz þaim	IP	salt:/ppcme2/cmbenrul.m3#structure11813	na man	NP	salt:/ppcme2/cmbenrul.m3#sTok20083	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmbenrul.m3#sTok21094	na	Q	salt:/ppcme2/cmbenrul.m3#structure12436	to na man	PP	salt:/ppcme2/cmbenrul.m3#structure12437	na man	NP	salt:/ppcme2/cmbenrul.m3#sTok21095	man	N	N	M3		NL	CMBENRUL			X	PROSE	X	WRITTEN	INSTR REL
salt:/ppcme2/cmboeth.m3#sTok2464	no	Q	salt:/ppcme2/cmboeth.m3#structure1295	yif 0 ther be a blisfulnesse 0 that *T*-3 be freel and veyn and inparfyt , ther may no man doute that ther nys som blisfulnesse 0 that *T*-6 is sad , stedefast , and parfyt	IP	salt:/ppcme2/cmboeth.m3#structure1305	no man	NP	salt:/ppcme2/cmboeth.m3#sTok2465	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok3641	every	Q	salt:/ppcme2/cmboeth.m3#structure1970	Thanne is every blisful man God .	IP-MAT	salt:/ppcme2/cmboeth.m3#structure1972	every blisful man	NP	salt:/ppcme2/cmboeth.m3#sTok3643	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok5048	no	Q	salt:/ppcme2/cmboeth.m3#structure2732	 ne herof mai ther no man douten . 	IP-MAT-SPE	salt:/ppcme2/cmboeth.m3#structure2735	no man	NP	salt:/ppcme2/cmboeth.m3#sTok5049	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok6052	no	Q	salt:/ppcme2/cmboeth.m3#structure3332	ne ther nys no man 0 that *T*-2 ne woot wel that they ne ben ryght as a foundement and edifice for to duren , noght oonly for a tyme , but ryght as for to dure perdurably by generacion .	IP-MAT-SPE	salt:/ppcme2/cmboeth.m3#structure3334	no man 0 that *T*-2 ne woot wel that they ne ben ryght as a foundement and edifice for to duren , noght oonly for a tyme , but ryght as for to dure perdurably by generacion	NP	salt:/ppcme2/cmboeth.m3#sTok6053	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok7993	any	Q	salt:/ppcme2/cmboeth.m3#structure4424	any man myghte thinke that the maneris of schrewes ben coriged and chastised by vengeaunce	IP	salt:/ppcme2/cmboeth.m3#structure4425	any man	NP	salt:/ppcme2/cmboeth.m3#sTok7994	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok8514	any	Q	salt:/ppcme2/cmboeth.m3#structure4726	"But , "" quod sche , "" may any man denye that al 0 that *T*-1 is ryght nis good"	IP	salt:/ppcme2/cmboeth.m3#structure4729	any man	NP	salt:/ppcme2/cmboeth.m3#sTok8515	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok12061	som	Q	salt:/ppcme2/cmboeth.m3#structure6846	som man may wel demen or knowen the good folk and the badde	IP	salt:/ppcme2/cmboeth.m3#structure6847	som man	NP	salt:/ppcme2/cmboeth.m3#sTok12062	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok12552	som	Q	salt:/ppcme2/cmboeth.m3#structure7122	som man be so wel *ICH*-1 ithewed that the devyne jugement and the jugement of mankynde accorden hem togidre of hym	IP	salt:/ppcme2/cmboeth.m3#structure7123	som man	NP	salt:/ppcme2/cmboeth.m3#sTok12553	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok12912	som	Q	salt:/ppcme2/cmboeth.m3#structure7331	and som men , 0 that *T*-1 ne mowen nat ben overcomen by torment , han yeven ensample to other folk that vertu mai nat ben overcomyn by adversites .	IP-MAT-SPE	salt:/ppcme2/cmboeth.m3#structure7332	som men , 0 that *T*-1 ne mowen nat ben overcomen by torment	NP	salt:/ppcme2/cmboeth.m3#sTok12913	men	NS	NS	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok13016	no	Q	salt:/ppcme2/cmboeth.m3#structure7384	And of sorweful thinges 0 that *T*-1 betyden to schrewes , certes , no man ne wondreth ;	IP-MAT-SPE	salt:/ppcme2/cmboeth.m3#structure7392	no man	NP	salt:/ppcme2/cmboeth.m3#sTok13017	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok13023	alle	Q	salt:/ppcme2/cmboeth.m3#structure7393	for alle men wenen that thei han wel desservid it , and that thei ben of wykkid meryt . Of whiche schrewes 0 the torment *T*-1 somtyme agasteth othere to don felonyes , and somtyme it amendeth hem 0 that *T*-2 suffren the tormentz ;	IP-MAT-SPE	salt:/ppcme2/cmboeth.m3#structure7394	alle men	NP	salt:/ppcme2/cmboeth.m3#sTok13024	men	NS	NS	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok13127	som	Q	salt:/ppcme2/cmboeth.m3#structure7459	of som man	PP	salt:/ppcme2/cmboeth.m3#structure7460	som man	NP	salt:/ppcme2/cmboeth.m3#sTok13128	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmboeth.m3#sTok13172	som	Q	salt:/ppcme2/cmboeth.m3#structure7486	And som othir man byholdeth his conscience defouled with synnes ,	IP-MAT-SPE	salt:/ppcme2/cmboeth.m3#structure7487	som othir man	NP	salt:/ppcme2/cmboeth.m3#sTok13174	man	N	N	M3		EMO	CMBOETH			CHAUCER GEOFFREY	PROSE	LATIN/FRENCH	WRITTEN	X
salt:/ppcme2/cmbrut3.m3#sTok2218	eny	Q	salt:/ppcme2/cmbrut3.m3#structure1285	*T*-1 eny manne wiste	IP	salt:/ppcme2/cmbrut3.m3#structure1286	eny manne	NP	salt:/ppcme2/cmbrut3.m3#sTok2219	manne	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok3507	all	Q	salt:/ppcme2/cmbrut3.m3#structure2037	& all his men 0 þat *T*-1 forsoke þe lond of Greek	CONJP	salt:/ppcme2/cmbrut3.m3#structure2038	all his men 0 þat *T*-1 forsoke þe lond of Greek	NP	salt:/ppcme2/cmbrut3.m3#sTok3509	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok3878	no	Q	salt:/ppcme2/cmbrut3.m3#structure2252	& no man may come þer-In but 0 it be by schippes ;	IP-MAT-SPE	salt:/ppcme2/cmbrut3.m3#structure2253	no man	NP	salt:/ppcme2/cmbrut3.m3#sTok3879	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok4614	all	Q	salt:/ppcme2/cmbrut3.m3#structure2684	with all his men	PP	salt:/ppcme2/cmbrut3.m3#structure2685	all his men	NP	salt:/ppcme2/cmbrut3.m3#sTok4616	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok4670	half	Q	salt:/ppcme2/cmbrut3.m3#structure2715	with half his men	PP	salt:/ppcme2/cmbrut3.m3#structure2716	half his men	NP	salt:/ppcme2/cmbrut3.m3#sTok4672	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok5016	all	Q	salt:/ppcme2/cmbrut3.m3#structure2911	& therfore he nome all his men ,	IP-MAT	salt:/ppcme2/cmbrut3.m3#structure2914	all his men	NP	salt:/ppcme2/cmbrut3.m3#sTok5018	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok5803	all	Q	salt:/ppcme2/cmbrut3.m3#structure3353	among all men	PP	salt:/ppcme2/cmbrut3.m3#structure3354	all men	NP	salt:/ppcme2/cmbrut3.m3#sTok5804	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok6818	all	Q	salt:/ppcme2/cmbrut3.m3#structure3913	of all þ=e= men of þ=e= land	PP	salt:/ppcme2/cmbrut3.m3#structure3914	all þ=e= men of þ=e= land	NP	salt:/ppcme2/cmbrut3.m3#sTok6820	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok7278	alle	Q	salt:/ppcme2/cmbrut3.m3#structure4161	he destroyede in a while alle þe men of his lande	IP	salt:/ppcme2/cmbrut3.m3#structure4165	alle þe men of his lande	NP	salt:/ppcme2/cmbrut3.m3#sTok7280	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok9382	alle	Q	salt:/ppcme2/cmbrut3.m3#structure5315	But when 0 y was ryche , alle men me honourede and worsshepede ;	IP-MAT-SPE	salt:/ppcme2/cmbrut3.m3#structure5321	alle men	NP	salt:/ppcme2/cmbrut3.m3#sTok9383	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok9392	euery	Q	salt:/ppcme2/cmbrut3.m3#structure5324	and now euery man hath of me scorne and despite *ICH*-1 !	IP-MAT-SPE	salt:/ppcme2/cmbrut3.m3#structure5326	euery man	NP	salt:/ppcme2/cmbrut3.m3#sTok9393	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok9918	alle	Q	salt:/ppcme2/cmbrut3.m3#structure5636	alle men to him shulde bene entendaunt , to Leire , þe Quenes fader , in al maner þing as 0 it were to him-self	IP	salt:/ppcme2/cmbrut3.m3#structure5637	alle men to him	NP	salt:/ppcme2/cmbrut3.m3#sTok9919	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok10576	no	Q	salt:/ppcme2/cmbrut3.m3#structure6001	*T*-1 no man myȝt ham lette til þat almiȝty God þerof tok mercy and pitee *ICH*-2	IP	salt:/ppcme2/cmbrut3.m3#structure6002	no man	NP	salt:/ppcme2/cmbrut3.m3#sTok10577	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok11243	no	Q	salt:/ppcme2/cmbrut3.m3#structure6367	þere was no man 0 þat *T*-2 wist none so ruȝthful heire as 0 0 *T*-3 he was	IP	salt:/ppcme2/cmbrut3.m3#structure6369	no man 0 þat *T*-2 wist none so ruȝthful heire as 0 0 *T*-3 he was	NP	salt:/ppcme2/cmbrut3.m3#sTok11244	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok11629	no	Q	salt:/ppcme2/cmbrut3.m3#structure6571	hade a man done neuer so miche <P_24> harme , and he might come into þe temple , þere shulde no man him misdo	IP	salt:/ppcme2/cmbrut3.m3#structure6584	no man	NP	salt:/ppcme2/cmbrut3.m3#sTok11630	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok11663	eny	Q	salt:/ppcme2/cmbrut3.m3#structure6610	eny man sette hande oppon him	IP	salt:/ppcme2/cmbrut3.m3#structure6611	eny man	NP	salt:/ppcme2/cmbrut3.m3#sTok11664	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok15631	eche	Q	salt:/ppcme2/cmbrut3.m3#structure8743	and when 0 þe fest was done , eche man went into here owen contree .	IP-MAT	salt:/ppcme2/cmbrut3.m3#structure8748	eche man	NP	salt:/ppcme2/cmbrut3.m3#sTok15632	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok18001	alle	Q	salt:/ppcme2/cmbrut3.m3#structure10007	of alle men	PP	salt:/ppcme2/cmbrut3.m3#structure10008	alle men	NP	salt:/ppcme2/cmbrut3.m3#sTok18002	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok20069	some	Q	salt:/ppcme2/cmbrut3.m3#structure11133	to some hye man of great honour	PP	salt:/ppcme2/cmbrut3.m3#structure11134	some hye man of great honour	NP	salt:/ppcme2/cmbrut3.m3#sTok20071	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok20290	none	Q	salt:/ppcme2/cmbrut3.m3#structure11251	ne none oþere man	CONJP	salt:/ppcme2/cmbrut3.m3#structure11252	none oþere man	NP	salt:/ppcme2/cmbrut3.m3#sTok20292	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok20834	eny	Q	salt:/ppcme2/cmbrut3.m3#structure11567	*T*-3 eny man wist	IP	salt:/ppcme2/cmbrut3.m3#structure11568	eny man	NP	salt:/ppcme2/cmbrut3.m3#sTok20835	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok21484	alle	Q	salt:/ppcme2/cmbrut3.m3#structure11929	For þe Kyng Maximian hade taken wiþ him alle þe worþi men , when 0 he went to conquere litil Britaigne .	IP-MAT	salt:/ppcme2/cmbrut3.m3#structure11934	alle þe worþi men	NP	salt:/ppcme2/cmbrut3.m3#sTok21487	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok22019	no	Q	salt:/ppcme2/cmbrut3.m3#structure12243	no man was so hardy for-to nempne God	IP	salt:/ppcme2/cmbrut3.m3#structure12244	no man	NP	salt:/ppcme2/cmbrut3.m3#sTok22020	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok22808	no	Q	salt:/ppcme2/cmbrut3.m3#structure12683	so at þe laste no man wyst wher 0 *T*-1 he was bycome .	IP-MAT	salt:/ppcme2/cmbrut3.m3#structure12687	no man	NP	salt:/ppcme2/cmbrut3.m3#sTok22809	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok24915	eny	Q	salt:/ppcme2/cmbrut3.m3#structure13923	*T*-4 eny man myȝt see	IP	salt:/ppcme2/cmbrut3.m3#structure13924	eny man	NP	salt:/ppcme2/cmbrut3.m3#sTok24916	man	N	N	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
salt:/ppcme2/cmbrut3.m3#sTok25454	al	Q	salt:/ppcme2/cmbrut3.m3#structure14223	for al his men	PP	salt:/ppcme2/cmbrut3.m3#structure14224	al his men	NP	salt:/ppcme2/cmbrut3.m3#sTok25456	men	NS	NS	M3		WML	CMBRUT3			X	PROSE	X	WRITTEN	NARR NON-IMAG
